Date (DD-Mon-YY),Year ,Month ,Month Adjusted ,Site,Site Type,Net,Tag #,Fish Type,Fish Type code,TL,SL,Sex,Mass,Stomach,Gonads,Comments,Data inputter's comments,R Sample Name,R Sample Name (Hab)
18-11-12,2012,Nov,Nov,Musozi Near,2,20,,Hp,6,7.6,6.2,1,,,,,,2012-Nov-2-20,2-20
18-11-12,2012,Nov,Nov,Musozi Near,2,20,,Hp,6,7.9,6.1,1,,,,,,2012-Nov-2-20,2-20
18-11-12,2012,Nov,Nov,Musozi Near,2,20,,Hp,6,7.2,5.8,1,,,,,,2012-Nov-2-20,2-20
18-11-12,2012,Nov,Nov,Musozi Near,2,20,,Hp,6,7.8,6.3,2,,,,,,2012-Nov-2-20,2-20
18-11-12,2012,Nov,Nov,Musozi Near,2,20,,Hp,6,7.7,6.3,1,,,,,,2012-Nov-2-20,2-20
18-11-12,2012,Nov,Nov,Musozi Near,2,20,,Hp,6,7.9,6.2,1,,,,,,2012-Nov-2-20,2-20
18-11-12,2012,Nov,Nov,Musozi Near,2,20,,Hp,6,7.2,5.5,1,,,,,,2012-Nov-2-20,2-20
18-11-12,2012,Nov,Nov,Musozi Near,2,20,,Hp,6,8,6.5,1,,,,,,2012-Nov-2-20,2-20
18-11-12,2012,Nov,Nov,Musozi Near,2,20,,Hp,6,7,5.5,2,,,,,,2012-Nov-2-20,2-20
18-11-12,2012,Nov,Nov,Musozi Near,2,20,,Hp,6,8,6.5,1,,,,,,2012-Nov-2-20,2-20
18-11-12,2012,Nov,Nov,Musozi Near,2,20,,Hp,6,7.5,6,1,,,,,,2012-Nov-2-20,2-20
18-11-12,2012,Nov,Nov,Musozi Near,2,20,,Hp,6,7.4,6.2,1,,,,,,2012-Nov-2-20,2-20
18-11-12,2012,Nov,Nov,Musozi Near,2,20,,Hp,6,7.5,6,2,,,,,,2012-Nov-2-20,2-20
18-11-12,2012,Nov,Nov,Musozi Near,2,20,,Hp,6,7.8,6.2,1,,,,,,2012-Nov-2-20,2-20
18-11-12,2012,Nov,Nov,Musozi Near,2,20,,Hp,6,7.5,6,2,,,,,,2012-Nov-2-20,2-20
18-11-12,2012,Nov,Nov,Musozi Near,2,20,,Hp,6,8,6.5,1,,,,,,2012-Nov-2-20,2-20
18-11-12,2012,Nov,Nov,Musozi Near,2,20,,Hp,6,7.7,6.2,1,,,,,,2012-Nov-2-20,2-20
18-11-12,2012,Nov,Nov,Musozi Near,2,20,,Hp,6,7.5,6,2,,,,,,2012-Nov-2-20,2-20
18-11-12,2012,Nov,Nov,Musozi Near,2,20,,Hp,6,8,6.2,1,,,,,,2012-Nov-2-20,2-20
18-11-12,2012,Nov,Nov,Musozi Near,2,20,,Hp,6,7.3,5.7,1,,,,,,2012-Nov-2-20,2-20
18-11-12,2012,Nov,Nov,Musozi Near,2,20,,Hp,6,7.5,6,2,,,,,,2012-Nov-2-20,2-20
18-11-12,2012,Nov,Nov,Musozi Near,2,20,,Hp,6,7.3,5.8,1,,,,,,2012-Nov-2-20,2-20
18-11-12,2012,Nov,Nov,Musozi Near,2,20,,Hp,6,7.2,5.8,1,,,,,,2012-Nov-2-20,2-20
18-11-12,2012,Nov,Nov,Musozi Near,2,20,,Hp,6,8,6.5,1,,,,,,2012-Nov-2-20,2-20
18-11-12,2012,Nov,Nov,Musozi Near,2,20,,Hp,6,8,6.5,1,,,,,,2012-Nov-2-20,2-20
18-11-12,2012,Nov,Nov,Musozi Near,2,20,,Hp,6,8,6.4,2,,,,,,2012-Nov-2-20,2-20
18-11-12,2012,Nov,Nov,Musozi Near,2,20,,Hp,6,7.8,6.1,2,,,,,,2012-Nov-2-20,2-20
18-11-12,2012,Nov,Nov,Musozi Near,2,20,,Hp,6,8.3,6.5,2,,,,,,2012-Nov-2-20,2-20
18-11-12,2012,Nov,Nov,Musozi Near,2,20,,Hp,6,7.3,5.8,2,,,,,,2012-Nov-2-20,2-20
18-11-12,2012,Nov,Nov,Musozi Near,2,20,,Hp,6,7.5,6,2,,,,,,2012-Nov-2-20,2-20
18-11-12,2012,Nov,Nov,Musozi Near,2,20,,Hp,6,8.3,6.4,1,,,,,,2012-Nov-2-20,2-20
18-11-12,2012,Nov,Nov,Musozi Near,2,20,,Hp,6,7.8,6.5,2,,,,,,2012-Nov-2-20,2-20
18-11-12,2012,Nov,Nov,Musozi Near,2,20,,Hp,6,7.5,6,2,,,,,,2012-Nov-2-20,2-20
18-11-12,2012,Nov,Nov,Musozi Near,2,20,,Hp,6,7.3,5.8,2,,,,,,2012-Nov-2-20,2-20
18-11-12,2012,Nov,Nov,Musozi Near,2,20,1169,Nile Perch,7,9.5,7.8,0,9.14,0,,,,2012-Nov-2-20,2-20
18-11-12,2012,Nov,Nov,Musozi Near,2,5,1157,Nile Perch,7,28,22.5,1,220,0,1,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Near,2,5,,Hp,6,8,6.4,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Near,2,5,,Hp,6,6.2,5.7,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,8,6.5,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,8,6.5,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,8.5,6.9,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,8,6.3,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.5,6,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,8.1,6.5,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.9,6.5,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.4,6,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.3,6,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.5,6,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.8,6.4,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.4,5.9,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Beadlei,12,14,11.5,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,8.3,6.7,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,8,6.5,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Beadlei,12,14.4,11.6,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Beadlei,12,14.5,11.5,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.8,6.3,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,8,6.5,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.7,6,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.5,6.3,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.4,6,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,8,6.5,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,8,6.5,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.9,6.3,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.8,6.3,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,8,6.4,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,8.1,6.6,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.7,6.3,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.6,6,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,8,6.5,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,8,6.5,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,8.1,6.6,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,8,6.3,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Beadlei,12,12.3,10,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.1,5.8,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.8,6.2,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.3,6,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7,5.5,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.8,6.2,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,8,6.5,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,8.2,6.5,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.4,5.8,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.9,6.5,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.2,5.9,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.6,6,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,8.1,6.5,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.8,6.2,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.2,5.6,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,8.5,5.9,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,8.6,7,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.8,6.2,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.4,5.8,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.4,6,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.8,6.2,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.9,6.5,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,8,6.2,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,8.2,6.6,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Beadlei,12,14.9,12,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,8.6,7,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,8,6.2,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,8.3,6.5,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.6,6.1,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,8.7,7,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.6,6,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,8.3,6,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,8,6.5,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,8.2,6.5,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.6,6.1,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,8.5,6.6,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7,5.6,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.7,6.2,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.5,5.6,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,8.1,6.5,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7,5.6,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.7,6.1,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,6.9,5.5,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.8,6.3,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.5,6,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.7,6.1,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.7,6.3,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.5,6,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,8.5,7,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7,5.7,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,8.2,6.5,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,8.1,6.6,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.3,6,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.2,5.8,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.7,6.3,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.2,5.8,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.3,6.1,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.3,6,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.4,6,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,8.3,6.6,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.5,6,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.1,6,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.7,6.5,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.7,6.5,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7,5.6,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.3,5.8,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,8.5,6.9,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.5,6.1,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,8.5,7,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.6,6,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.4,6,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.8,6.1,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.6,6.1,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.5,6,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.9,6.2,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,8.5,7,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.6,6.2,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.9,6.3,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,8,6.2,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.1,5.7,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.6,6.2,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.4,6,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.4,6,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.8,6.2,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.8,6.2,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.3,5.8,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.3,6,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.8,6.7,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,8.4,6.7,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.6,6,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.5,6,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,8,6.2,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.4,6,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,8.5,6.8,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.6,6,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.3,5.8,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.2,6,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.5,6,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,8.1,6.5,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.3,5.8,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,8.4,6.6,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.6,6,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.8,6.2,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,8,6.5,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.4,6,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,8.2,6,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.7,6.2,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.6,6.1,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,8,6.5,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,8.2,6.2,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.5,6,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7,5.5,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.6,6,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.4,5.6,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.6,6,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,8.1,6.5,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.4,5.8,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.4,6,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.8,6.2,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.5,6,2,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,8.1,6.4,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.4,5.8,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,1167,Nile Perch,7,8.7,7,0,6.95,1,,miscanthid morph,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,1166,Nile Perch,7,9.5,7.9,0,10,1,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,1165,Nile Perch,7,19,15.5,1,69.33,0,1,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,,Hp,6,7.7,6.4,1,,,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,1168,Nile Perch,7,8.5,6.5,0,7.8,0,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,1022,Nile Perch,7,9.2,7.6,0,8.72,0,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,1170,Nile Perch,7,14.5,12,1,30.23,0,1,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,1171,Nile Perch,7,10,8.7,0,11.17,1,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,1172,Nile Perch,7,10.5,9,0,11.52,0,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,1173,Nile Perch,7,10.1,8.6,0,9.67,0,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,1156,Nile Perch,7,8.6,7,0,7.32,0,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,5,1174,Nile Perch,7,9,7.5,0,7.6,1,,,,2012-Nov-2-5,2-5
18-11-12,2012,Nov,Nov,Musozi Far  ,2,20,,Hp,6,8,6.5,1,,,,,,2012-Nov-2-20,2-20
18-11-12,2012,Nov,Nov,Musozi Far  ,2,20,,Hp,6,8,6.5,1,,,,,,2012-Nov-2-20,2-20
18-11-12,2012,Nov,Nov,Musozi Far  ,2,20,,Hp,6,7.6,6.2,1,,,,,,2012-Nov-2-20,2-20
